food_id,food_name,brand,categories,countries,collection_location,calories_kcal,protein_g,carbohydrate_g,fat_g,fiber_g,sugar_g,sodium_mg,saturated_fat_g,salt_g,nutriscore,nova_group,serving_size,quantity,source,region,diet_type
IND_FOOD_549,Fish finger,,Indian Food,India,India,542.9,5.66,4.47,55.82,0.34,0.17,103.55,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_550,Fish in coconut milk (Nariyal ke doodh ke saath machli),,Indian Food,India,India,86.21,8.66,2.73,4.43,1.52,1.55,73.93,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_551,Prawn curry (with coconut) (Jhinga curry),,Indian Food,India,India,109.55,8.54,3.1,6.93,1.56,2.03,375.86,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_552,Baked stuffed fish,,Indian Food,India,India,121.96,16.14,2.12,5.43,0.38,0.35,74.36,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_553,Fish pie,,Indian Food,India,India,120.9,9.25,7.74,5.77,0.76,1.13,101.8,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_554,Crispy baked fish,,Indian Food,India,India,138.4,10.95,9.59,6.41,1.21,1.53,192.42,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_555,Fish souffle,,Indian Food,India,India,139.71,10.51,5.14,8.55,0.19,2.09,92.45,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_556,Potato curry (Aloo ki sabzi),,Indian Food,India,India,89.56,1.52,10.42,4.47,2.42,1.58,78.4,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_557,Egg curry (Anda curry),,Indian Food,India,India,117.52,5.38,4.03,8.81,2.09,1.9,142.12,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_558,Vegetable curry with coconut,,Indian Food,India,India,83.07,2.77,7.19,4.66,3.35,1.41,43.4,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_559,Curd with potatoes (Dahi aloo),,Indian Food,India,India,59.9,1.56,7.15,2.72,1.19,1.82,51.99,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_560,Potato kofta curry (Aloo kofta curry),,Indian Food,India,India,455.4,0.56,2.78,49.08,0.56,0.63,30.12,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_561,Yam kofta curry (Zimikand/Suran kofta curry),,Indian Food,India,India,322.88,0.71,3.75,33.84,1.04,0.63,42.22,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_562,Jackfruit kofta curry (Kathal ka kofta curry),,Indian Food,India,India,321.08,0.8,3.17,33.83,0.96,2.4,40.04,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_563,Spinach and potato (Palak aloo),,Indian Food,India,India,57.17,1.63,5.91,2.82,2.04,0.93,62.46,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_564,Mooli bhujia,,Indian Food,India,India,91.2,1.69,4.74,7.25,2.36,1.07,89.73,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_565,Bathua bhujia,,Indian Food,India,India,90.9,2.26,3.63,7.29,3.8,1.08,81.99,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_566,Cabbage rolls (dry) ((Pattagobhi rolls) (dry)),,Indian Food,India,India,142.48,8.21,6.09,9.36,1.84,1.26,118.05,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_567,Cabbage rolls (curry) ((Pattagobhi rolls)(curry)),,Indian Food,India,India,124.63,5.76,7.03,8.17,2.35,3.81,123.98,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_568,Dry arbi (Sookhi arbi),,Indian Food,India,India,134.95,2.12,11.11,8.97,2.47,1.55,81.25,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_569,Masala arbi,,Indian Food,India,India,185.38,3.01,16.16,11.9,3.1,0.81,261.31,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_570,Peas brinjal bhartha (Matar baingan bhartha),,Indian Food,India,India,84.55,2.05,5.02,6.05,3.63,1.57,63.65,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_571,Okra/Lady's fingers fry (Bhindi sabzi/sabji/subji),,Indian Food,India,India,110.81,1.83,4.5,9.27,3.57,1.42,92.78,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_572,Crispy okra/Crispy lady's fingers (Karare bhindi),,Indian Food,India,India,657.76,1.91,4.35,70.4,1.75,0.26,40.42,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_573,Beans foogath,,Indian Food,India,India,105.06,2.03,3.26,9.22,4.15,1.7,81.22,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_574,Stuffed bittergourd (wet) (Bharwa karele),,Indian Food,India,India,162.36,1.36,4.68,15.24,2.86,1.95,360.09,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_575,Jackfruit/Kathal (dry),,Indian Food,India,India,488.97,0.93,4.56,51.78,1.33,3.55,33.68,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_576,Yam fried (Zimikand/Suran fried),,Indian Food,India,India,491.76,0.79,5.47,51.79,1.44,0.8,37.07,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_577,"Cauliflower, pea and potato bhujia (Phoolgobhi, matar aur aloo bhujia)",,Indian Food,India,India,95.67,2.75,8.23,5.54,3.26,1.47,86.29,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_578,Vegetable jalfrezi,,Indian Food,India,India,68.48,1.4,5.43,4.38,2.97,1.79,79.46,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_579,Vegetables stir fry,,Indian Food,India,India,30.78,1.04,3.19,1.47,1.37,0.86,55.0,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_580,Broccoli delight,,Indian Food,India,India,40.7,2.49,2.34,2.48,2.83,1.08,59.26,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_581,Dhansak (vegetarian),,Indian Food,India,India,82.8,3.32,7.28,4.18,4.17,0.91,34.18,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_582,Cauliflower basket,,Indian Food,India,India,90.95,5.21,3.97,5.88,2.4,1.47,194.22,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_583,Stuffed bottle gourd (Stuffed ghiya/lauki),,Indian Food,India,India,93.19,5.84,4.36,5.8,1.18,1.52,106.99,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_584,Ducheese potato,,Indian Food,India,India,140.54,3.6,10.94,9.01,1.29,0.29,103.85,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_585,Roast potatoes,,Indian Food,India,India,87.32,1.53,14.52,2.35,1.71,0.33,90.67,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_586,Stuffed baked potatoes,,Indian Food,India,India,100.2,3.82,11.03,4.39,1.31,0.4,92.09,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_587,Potato nests,,Indian Food,India,India,111.62,5.71,11.05,4.77,2.49,1.41,182.12,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_588,Parsley potato,,Indian Food,India,India,119.51,1.49,13.81,6.28,1.59,0.34,4.62,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_589,Creamed spinach and mushroom,,Indian Food,India,India,419.62,2.28,3.17,44.14,1.02,1.17,90.21,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_590,Fricassee of Mushroom,,Indian Food,India,India,106.66,3.65,8.13,6.63,1.23,2.51,118.98,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_591,Cauliflower au gratin,,Indian Food,India,India,145.9,4.45,9.13,10.2,1.44,3.01,164.96,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_592,Vegetable and cheese pie,,Indian Food,India,India,126.88,4.03,8.76,8.28,1.91,2.69,117.99,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_593,Spinach souffle,,Indian Food,India,India,150.18,7.36,6.27,10.52,1.44,0.89,244.07,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_594,Beetroot and egg salad (Chukandar aur ande ka salad),,Indian Food,India,India,84.92,3.36,3.4,6.45,0.55,1.97,110.12,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_595,Sour cream potato salad,,Indian Food,India,India,121.9,2.89,9.05,8.13,1.21,0.84,102.66,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_596,Tossed green salad,,Indian Food,India,India,49.88,1.33,3.82,3.24,1.33,1.9,65.09,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_597,Spring basket salad,,Indian Food,India,India,160.46,3.36,11.61,11.3,3.09,1.46,26.02,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_598,Cucumber and yogurt salad (Kheere aur dahi ka salad),,Indian Food,India,India,36.13,2.09,4.72,0.93,1.66,2.28,141.73,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_599,Chicken and tomato towers,,Indian Food,India,India,100.55,6.9,2.36,6.99,1.14,1.21,76.02,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_600,Jellied sunshine fruit salad,,Indian Food,India,India,48.86,5.85,4.21,0.85,1.8,2.86,74.2,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_601,Tomato aspic,,Indian Food,India,India,50.37,6.87,5.02,0.26,1.58,3.21,98.17,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_602,Frozen frosty fruit salad (Phalon ka salaad),,Indian Food,India,India,103.51,1.68,15.61,4.17,0.26,14.38,13.23,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_603,French dressing,,Indian Food,India,India,733.77,0.32,3.68,79.65,0.22,3.01,261.13,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_604,Mayonnaise without eggs,,Indian Food,India,India,329.05,2.13,3.98,33.84,0.04,3.68,193.58,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_605,Curd dressing,,Indian Food,India,India,78.8,5.59,8.03,2.9,0.22,7.57,204.62,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_606,Carrot raita (Gajar ka raita),,Indian Food,India,India,64.78,4.14,7.19,2.19,1.69,5.99,274.46,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_607,Pumpkin raita (Kaddu ka raita),,Indian Food,India,India,55.6,3.74,6.02,1.88,1.04,5.48,129.14,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_608,Mint and peanut raita (Pudinay aur moongfali ka raita),,Indian Food,India,India,112.05,7.05,7.31,6.19,1.79,6.17,223.01,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_609,Spinach raita (Palak ka raita),,Indian Food,India,India,52.75,3.95,5.06,1.86,1.39,3.97,126.57,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_610,Bathua raita,,Indian Food,India,India,54.4,4.13,5.31,1.76,2.19,4.11,110.92,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_611,Pineapple raita (Ananas ka raita),,Indian Food,India,India,67.74,3.9,8.62,2.02,1.39,8.12,135.48,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_612,Banana raita (Kele ka raita),,Indian Food,India,India,89.03,4.13,13.51,2.07,1.0,10.11,135.43,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_613,Mango raita (Aam ka raita),,Indian Food,India,India,67.37,3.9,8.23,2.14,0.89,7.87,135.46,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_614,Guava raita (Amarood ka raita),,Indian Food,India,India,64.36,4.19,7.27,2.07,3.0,6.71,135.94,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_615,Grapes raita (Angoor ka raita),,Indian Food,India,India,72.59,3.98,9.66,2.07,0.71,8.51,135.64,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_616,Bottle gourd kheer (Ghiya/Lauki kheer),,Indian Food,India,India,84.07,2.7,10.0,3.86,0.55,9.63,19.62,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_617,Pumpkin kheer (Kaddu ki kheer),,Indian Food,India,India,86.35,2.76,10.44,3.86,0.63,10.12,20.99,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_618,Apple kheer (Seb ki kheer),,Indian Food,India,India,81.3,2.14,11.34,3.18,0.51,10.71,15.86,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_619,Caramel custard (baked),,Indian Food,India,India,122.7,5.11,14.95,5.01,0.0,14.92,44.78,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_620,Vanilla ice cream without egg,,Indian Food,India,India,228.67,2.69,14.21,18.15,0.0,13.45,23.97,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_621,Vanilla ice cream with egg,,Indian Food,India,India,214.85,4.16,11.71,17.02,0.0,11.69,37.72,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_622,Strawberry ice cream,,Indian Food,India,India,215.61,4.15,12.26,16.96,0.0,11.6,37.62,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_623,Chocochip ice cream,,Indian Food,India,India,241.45,4.23,16.75,17.93,0.0,16.08,34.84,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_624,Choconut ice cream,,Indian Food,India,India,273.96,5.04,23.13,18.49,0.51,21.02,29.83,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_625,Pear chocholate sunday,,Indian Food,India,India,183.49,2.08,15.02,13.11,0.07,14.41,16.26,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_626,Chocolate sauce,,Indian Food,India,India,263.2,1.91,43.21,10.39,0.0,42.06,2.8,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_627,Coffee ice cream,,Indian Food,India,India,150.62,3.15,14.09,9.43,0.0,13.35,42.09,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_628,Coffee pear alaska,,Indian Food,India,India,203.99,2.88,19.36,13.22,0.15,16.88,51.11,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_629,Crunchy butterscotch,,Indian Food,India,India,277.32,3.11,19.92,20.99,0.47,17.73,22.24,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_630,Peach melba ice cream,,Indian Food,India,India,200.85,2.06,16.31,14.51,0.06,13.35,17.92,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_631,Vanilla ice cream with apples in hot cherry sauce,,Indian Food,India,India,196.32,1.73,22.75,11.45,0.26,14.19,31.54,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_632,Grape and orange whip,,Indian Food,India,India,57.39,1.41,6.72,2.62,0.97,5.66,14.36,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_633,Honey banana cream,,Indian Food,India,India,125.49,2.78,13.64,6.68,0.7,10.51,15.65,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_634,Raspberry bavarian cream,,Indian Food,India,India,150.1,3.34,17.82,7.88,2.19,15.3,24.59,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_635,Fruit delight,,Indian Food,India,India,107.09,2.09,9.11,7.09,0.09,9.03,17.27,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_636,Creamy chocolate mousse,,Indian Food,India,India,230.52,6.85,9.53,18.16,0.0,8.99,48.64,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_637,Cold lemon souffle,,Indian Food,India,India,169.87,5.89,15.62,9.78,0.0,13.88,46.35,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_638,Cold orange souffle,,Indian Food,India,India,173.19,5.94,16.27,9.82,0.11,14.42,46.53,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_639,Cold pineapple souffle,,Indian Food,India,India,181.22,6.23,16.85,10.39,0.0,14.99,49.38,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_640,Cold vanilla souffle,,Indian Food,India,India,179.54,6.22,16.29,10.32,0.0,14.49,49.09,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_641,Cold chocolate souffle,,Indian Food,India,India,187.53,6.37,17.22,10.86,0.0,15.31,47.77,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_642,Stewed fruit (with pear),,Indian Food,India,India,74.32,0.25,18.22,0.32,2.84,17.67,1.7,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_643,Apricot fool,,Indian Food,India,India,240.79,1.54,33.64,11.35,1.0,21.29,8.28,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_644,Pavlova,,Indian Food,India,India,200.6,1.84,21.84,12.29,0.06,20.37,26.34,,,,,100 g,100 g,Indian Food Composition Data,West Indian,Vegetarian
IND_FOOD_645,Apple crumb pudding,,Indian Food,India,India,220.85,1.54,35.17,8.87,1.33,27.69,59.36,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_646,Steamed cake with chocolate sauce,,Indian Food,India,India,301.91,4.49,29.06,19.01,0.29,19.72,100.32,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_647,Hot lemon souffle,,Indian Food,India,India,155.25,5.29,16.31,7.93,0.14,12.07,47.75,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_648,Gulab jamun with milk powder,,Indian Food,India,India,471.15,0.85,28.24,40.15,0.05,27.04,67.28,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_649,Chum chum,,Indian Food,India,India,130.05,1.52,28.27,1.92,0.02,27.84,16.65,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_650,Dil bahar,,Indian Food,India,India,130.05,1.52,28.27,1.92,0.02,27.84,16.65,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_651,Rasbhari,,Indian Food,India,India,130.05,1.52,28.27,1.92,0.02,27.84,16.65,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_652,Rajbogh,,Indian Food,India,India,133.7,1.71,28.16,2.28,0.11,27.66,16.57,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_653,Rasgulla,,Indian Food,India,India,118.64,1.38,25.79,1.75,0.01,25.4,15.19,,,,,100 g,100 g,Indian Food Composition Data,East Indian,Vegetarian
IND_FOOD_654,Rasmalai,,Indian Food,India,India,135.55,1.61,29.17,2.11,0.07,28.71,16.46,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_655,Khoa coconut burfi,,Indian Food,India,India,411.45,9.98,36.55,26.01,4.07,35.6,31.14,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_656,Danedar burfi,,Indian Food,India,India,102.68,3.24,12.33,4.72,0.09,11.98,23.31,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_657,Semolina burfi (Suji/Rava burfi),,Indian Food,India,India,348.67,3.47,47.1,16.86,2.8,28.67,8.33,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_658,Pumpkin coconut burfi (Kaddu aur nariyal ki burfi),,Indian Food,India,India,186.18,1.75,17.02,12.66,4.29,16.11,8.95,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_659,Khoa ladoo,,Indian Food,India,India,396.02,12.21,34.43,24.09,3.08,33.37,31.71,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_660,Wheat and gram flour ladoo (Atta besan ladoo),,Indian Food,India,India,501.7,9.38,50.5,29.86,6.01,18.46,27.06,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_661,Semolina ladoo with nuts (Suji/Rava ladoo with nuts),,Indian Food,India,India,441.84,5.44,48.02,25.45,4.27,19.79,3.93,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_662,Sesame chickpeas brittle (Til aur channe ki chikki),,Indian Food,India,India,282.74,8.5,50.49,4.66,5.54,36.48,17.93,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_663,Murmura chikki,,Indian Food,India,India,253.82,2.12,59.59,0.32,0.37,48.27,15.03,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_664,Masala onion pakora/pakoda (Pyaaz ke pakode),,Indian Food,India,India,551.64,2.05,6.48,57.61,1.44,1.58,99.22,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_665,Masala green chilli pakora/pakoda (Hari mirch kay pakode),,Indian Food,India,India,668.76,2.22,5.55,71.01,1.34,0.27,120.9,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_666,Chicken pakora/pakoda,,Indian Food,India,India,590.09,6.03,4.55,60.98,0.96,0.22,103.23,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_667,Fish pakora/pakoda,,Indian Food,India,India,577.03,5.97,4.55,59.52,0.96,0.22,112.24,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_668,Paneer cutlet,,Indian Food,India,India,672.2,4.59,7.62,69.38,0.39,2.52,91.45,,,,,100 g,100 g,Indian Food Composition Data,North Indian,Vegetarian
IND_FOOD_669,Sago cutlet/vadas (Sabudana cutlet/vadas),,Indian Food,India,India,558.76,0.56,11.23,56.97,0.54,0.1,48.17,,,,,100 g,100 g,Indian Food Composition Data,South Indian,Vegetarian
IND_FOOD_670,Poshtik cutlet,,Indian Food,India,India,496.45,2.0,7.39,50.94,1.35,0.32,57.11,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_671,Egg cutlet (Anda cutlet),,Indian Food,India,India,575.02,2.45,5.77,60.25,0.58,0.2,79.4,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_672,Minced meat cutlet,,Indian Food,India,India,531.86,5.1,5.61,54.47,0.4,0.31,95.81,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Non-Vegetarian
IND_FOOD_673,Vegetable samosa,,Indian Food,India,India,443.11,2.21,13.22,42.22,1.52,0.74,107.7,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_674,Plain urad dal vada (Uzunne vada/Minapa garelu/Ulundu vadai/Medu vada),,Indian Food,India,India,745.5,4.39,9.7,76.32,2.27,0.16,65.87,,,,,100 g,100 g,Indian Food Composition Data,South Indian,Vegetarian
IND_FOOD_675,Masala urad dal vada,,Indian Food,India,India,703.78,4.32,9.93,71.62,2.71,0.7,61.49,,,,,100 g,100 g,Indian Food Composition Data,South Indian,Vegetarian
IND_FOOD_676,Khaman (dhokla),,Indian Food,India,India,54.73,1.92,5.36,2.8,1.49,1.36,124.1,,,,,100 g,100 g,Indian Food Composition Data,West Indian,Vegetarian
IND_FOOD_677,Instant dhokla,,Indian Food,India,India,207.11,7.66,24.11,9.37,3.57,6.86,763.98,,,,,100 g,100 g,Indian Food Composition Data,West Indian,Vegetarian
IND_FOOD_678,Tomato ginger chutney (Tamatar adarak ki chutney),,Indian Food,India,India,44.66,1.05,9.11,0.32,2.14,6.31,209.42,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_679,Mint tomato chutney (Pudinay aur tamatar ki chutney),,Indian Food,India,India,43.65,1.53,8.22,0.36,2.63,5.48,183.98,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_680,Coriander chutney (Hare dhaniye ki chutney),,Indian Food,India,India,42.86,1.38,8.16,0.37,2.47,5.5,186.64,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_681,Gooseberry chutney (Amla chutney),,Indian Food,India,India,43.02,1.44,8.83,0.62,4.58,0.06,215.09,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_682,Walnut chutney (Akhrot ki chutney),,Indian Food,India,India,370.43,9.44,8.91,33.46,3.04,4.4,160.0,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_683,Saunth/Sonth chutney with ginger,,Indian Food,India,India,84.22,0.28,20.62,0.11,0.31,19.04,222.53,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
IND_FOOD_684,Gun powder chutney,,Indian Food,India,India,312.34,21.55,47.65,2.67,13.95,1.16,195.67,,,,,100 g,100 g,Indian Food Composition Data,Pan-Indian,Vegetarian
